0 0 -38.1619249999999965
0 1 1.0430999999999997
0 2 -1.1027499999999999
0 3 -1.1027499999999999
0 4 -3.7638586855778735
1 0 1.0430999999999997
1 1 -38.1619250000000108
1 2 -1.1027500000000001
1 3 -1.1027499999999999
1 4 3.7638586855778735
2 0 -1.1027499999999999
2 1 -1.1027500000000001
2 2 -32.1287875000000014
2 3 -1.0019000000000002
3 0 -1.1027499999999999
3 1 -1.1027499999999999
3 2 -1.0019000000000002
3 3 -32.1287875000000156
4 0 -3.7638586855778735
4 1 3.7638586855778735
4 4 -27.1702500000000065
